Freq	VFDB
0.1	VFG035124(gi:91212186) (UTI89_C3192) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli UTI89]
0.1	VFG035117(gi:386600808) (ECOK1_3194) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli O18:K1:H7 str. IHE3034]
0.1	VFG034635(gi:218701866) (cfaC) hypothetical protein [CFA/I fimbriae (CVF684)] [Escherichia coli O7:K1 str. IAI39]
0.1	VFG034566(gi:387610830) (eaeH) putative adhesin/invasin [EaeH (CVF679)] [Escherichia coli O78:H11:K80 str. H10407]
0.1	VFG034534(gi:218557206) (ecpE) hypothetical protein [E. coli common pilus (ECP) (CVF625)] [Escherichia coli O45:K1:H7 str. S88]
0.1	VFG034492(gi:260853520) (ecpD) hypothetical protein [E. coli common pilus (ECP) (CVF625)] [Escherichia coli O26:H11 str. 11368]
0.1	VFG034347(gi:218707134) (chuY) hypothetical protein [Hemin uptake (CVF460)] [Escherichia coli O17:K52:H18 str. UMN026]
0.1	VFG034238(gi:218704667) (sitD) iron transport protein, inner membrane component [Iron/managanease transport (CVF459)] [Escherichia coli O17:K52:H18 str. UMN026]
0.1	VFG033816(gi:386598009) (vat) hemoglobin-binding protease Hbp [Vacuolating autotransporter gene (CVF445)] [Escherichia coli O18:K1:H7 str. IHE3034]
0.1	VFG018228(gi:26246298) (ecpE) Hypothetical protein yagV precursor [E. coli common pilus (ECP) (CVF625)] [Escherichia coli CFT073]
0.1	VFG018223(gi:91209352) (ecpD) hypothetical protein YagW [E. coli common pilus (ECP) (CVF625)] [Escherichia coli UTI89]
0.1	VFG018218(gi:16128275) (ecpD) predicted receptor [E. coli common pilus (ECP) (CVF625)] [Escherichia coli str. K-12 substr. MG1655]
0.1	VFG018214(gi:26246300) (ecpC) Hypothetical protein yagX precursor [E. coli common pilus (ECP) (CVF625)] [Escherichia coli CFT073]
0.1	VFG018209(gi:91209354) (ecpB) hypothetical protein YagY precursor [E. coli common pilus (ECP) (CVF625)] [Escherichia coli UTI89]
0.1	VFG012630(gi:110643751) (chuU) putative permease of iron compound ABC transport system [Hemin uptake (CVF460)] [Escherichia coli 536]
0.1	VFG012608(gi:117625784) (chuT) putative periplasmic binding protein ChuT [Hemin uptake (CVF460)] [Escherichia coli APEC O1]
0.1	VFG012545(gi:91211198) (ybtA) putative AraC type regulator [Yersiniabactin siderophore (CVF458)] [Escherichia coli UTI89]
0.1	VFG012457(gi:91210167) (cah) putative autotransporter [Cah, AIDA-I type (CVF745)] [Escherichia coli UTI89]
0.1	VFG012319(gi:16132141) (fimH) minor component of type 1 fimbriae [Type I fimbriae (CVF426)] [Escherichia coli str. K-12 substr. MG1655]
0.1	VFG012310(gi:91213963) (fimF) type 1 fimbriae minor subunit precursor FimF [type 1 fimbriae (AI002)] [Escherichia coli UTI89]
0.1	VFG012270(gi:16132134) (fimE) tyrosine recombinase/inversion of on/off regulator of fimA [Type I fimbriae (CVF426)] [Escherichia coli str. K-12 substr. MG1655]
0.1	VFG012233(gi:117625205) (papJ) PapJ protein [P fimbriae (CVF425)] [Escherichia coli APEC O1]
0.1	VFG012206(gi:110644638) (papX) PapX protein [P fimbriae (CVF425)] [Escherichia coli 536]
0.1	VFG000911(gb|NP_753155) (focC) F1C periplasmic chaperone [F1C fimbriae (VF0224)] [Escherichia coli CFT073]
0.1	VFG000904(gb|NP_752330) (vat) Haemoglobin protease [Tsh (VF0233)] [Escherichia coli CFT073]
0.1	VFG046071 (csgD) csgBAC operon transcriptional regulatory protein [Curli fibers (CVF822)] [Escherichia coli VR50]
0.1	VFG045916 (elfG) putative fimbrial-like protein ElfG [E.coli laminin-binding fimbriae (ELF) (CVF824)] [Escherichia coli VR50]
0.1	VFG045887 (ycbR) periplasmic pilin chaperone [E.coli laminin-binding fimbriae (ELF) (CVF824)] [Escherichia coli O103:H2 str. 12009]
0.1	VFG045846 (sitB) manganese/iron transport system ATP-binding protein [Iron/managanease transport (CVF459)] [Escherichia coli O25b:H4-ST131]
0.1	VFG040946(gi:157154814) (gspM) putative general secretion pathway protein YghD [gsp (SS206)] [Escherichia coli E24377A]
0.1	VFG036059(gi:387611746) (hlyE/clyA) hemolysin/cytolysin A [Hemolysin/cytolysin A (CVF750)] [Escherichia coli O78:H11:K80 str. H10407]
0.1	VFG035803(gi:218557167) (aec17) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli O45:K1:H7 str. S88]
0.1	VFG035682(gi:386597971) (aec23) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli O18:K1:H7 str. IHE3034]
0.1	VFG035681(gi:218557162) (aec23) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli O45:K1:H7 str. S88]
0.1	VFG035510(gi:110640435) (aec29) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli 536]
0.1	VFG035488(gi:91209287) (aec30) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli UTI89]
0.1	VFG035461(gi:110640433) (aec31) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli 536]
0.1	VFG035292(gi:386600824) (ECOK1_3211) type VI secretion protein [SCI-I T6SS (CVF734)] [Escherichia coli O18:K1:H7 str. IHE3034]
0.1	VFG035275(gi:386640308) (ECABU_c31030) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli ABU 83972]
0.1	VFG035245(gi:386630566) (i02_3119) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli str. clone D i2]
0.1	VFG035155(gi:117625045) (APECO1_3714) outer membrane protein [SCI-I T6SS (CVF734)] [Escherichia coli APEC O1]
0.1	VFG035139(gi:117625044) (APECO1_3715) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli APEC O1]
0.1	VFG034677(gi:387611073) (ibeB) cation efflux system protein [Invasion of brain endothelial cells (Ibes) (CVF429)] [Escherichia coli O78:H11:K80 str. H10407]
0.1	VFG034547(gi:91209367) (eaeH) attaching and effacing protein, pathogenesis factor [EaeH (CVF679)] [Escherichia coli UTI89]
0.1	VFG034293(gi:218707131) (chuT) putative periplasmic binding protein [Hemin uptake (CVF460)] [Escherichia coli O17:K52:H18 str. UMN026]
0.1	VFG033876(gi:386641995) (hlyD) hemolysin secretion protein D [Alpha-hemolysin (CVF453)] [Escherichia coli ABU 83972]
0.1	VFG033825(gi:386630755) (sat) secreted auto transpoter toxin [Sat (CVF448)] [Escherichia coli str. clone D i2]
0.1	VFG033407(gi:386638502) (focH) S-fimbrial adhesin protein SfaH [F1C fimbriae (CVF428)] [Escherichia coli ABU 83972]
0.1	VFG033234(gi:410480369) (fimI) long polar fimbrial protein LpfA [Type I fimbriae (CVF426)] [Escherichia coli O104:H4 str. 2009EL-2050]
0.1	VFG033197(gi:218561489) (fimE) tyrosine recombinase [Type I fimbriae (CVF426)] [Escherichia coli O45:K1:H7 str. S88]
0.1	VFG033111(gi:218706493) (papK) Fimbrial adapter PapK [P fimbriae (CVF425)] [Escherichia coli O17:K52:H18 str. UMN026]
0.1	VFG018216(gi:91209353) (ecpC) hypothetical protein YagX precursor [E. coli common pilus (ECP) (CVF625)] [Escherichia coli UTI89]
0.1	VFG012633(gi:26250982) (ireA) Putative iron-regulated outer membrane virulence protein [Iron-regulated element (CVF461)] [Escherichia coli CFT073]
0.1	VFG012631(gi:91213011) (chuU) putative permease of iron compound ABC transport system [Hemin uptake (CVF460)] [Escherichia coli UTI89]
0.1	VFG012607(gi:91213007) (chuT) putative periplasmic binding protein [Hemin uptake (CVF460)] [Escherichia coli UTI89]
0.1	VFG012602(gi:117625783) (chuA) outer membrane heme/hemoglobin receptor ChuA [Hemin uptake (CVF460)] [Escherichia coli APEC O1]
0.1	VFG012582(gi:110641372) (sitC) iron transport protein, inner membrane component [Iron/managanease transport (CVF459)] [Escherichia coli 536]
0.1	VFG012508(gi:88770273) (iroD) IroD [Salmochelin (IA014)] [Escherichia coli APEC O1]
0.1	VFG012507(gi:91210149) (iroD) IroD protein [Salmochelin siderophore (CVF456)] [Escherichia coli UTI89]
0.1	VFG012448(gi:117622559) (vat) vacuolating autotransporter [Vat (SS080)] [Escherichia coli APEC O1]
0.1	VFG012355(gi:117625198) (tia) Tia invasion determinant [Tia/Hek (CVF430)] [Escherichia coli APEC O1]
0.1	VFG012284(gi:90111729) (fimI) fimbrial protein involved in type 1 pilus biosynthesis [Type I fimbriae (CVF426)] [Escherichia coli str. K-12 substr. MG1655]
0.1	VFG012283(gi:117626622) (fimA) type 1 fimbriae major subunit FimA [Type I fimbriae (CVF426)] [Escherichia coli APEC O1]
0.1	VFG012275(gi:91213958) (fimE) type 1 fimbriae regulatory protein FimE [type 1 fimbriae (AI002)] [Escherichia coli UTI89]
0.1	VFG006022(gi:116627988) (STER_1222) dTDP-D-glucose 4,6-dehydratase [Capsule (CVF186)] [Streptococcus thermophilus LMD-9]
0.1	VFG001713(gb|NP_755457) (papX) PapX protein regulates flagellum synthesis to repress motility [P fimbriae (CVF425)] [Escherichia coli CFT073]
0.1	VFG000938(gb|NP_755500) (iucC) aerobactin siderophore biosynthesis protein IucC [Aerobactin (VF0229)] [Escherichia coli CFT073]
0.1	VFG000935(gb|NP_753164) (iroN) salmochelin receptor IroN [IroN (VF0230)] [Escherichia coli CFT073]
0.1	VFG000913(gb|NP_753157) (focF) F1C minor fimbrial subunit F precursor [F1C fimbriae (VF0224)] [Escherichia coli CFT073]
0.1	VFG000912(gb|NP_753156) (focD) F1C fimbrial usher [F1C fimbriae (VF0224)] [Escherichia coli CFT073]
0.1	VFG000872(gb|NP_757240) (fimE) Type 1 fimbriae Regulatory protein fimE [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]
0.1	VFG046094 (ECVR50_0250) uncharacterized protein ImpC [ACE T6SS (CVF736)] [Escherichia coli VR50]
0.1	VFG045994 (hofB) hypothetical protein [Hemorrhagic E.coli pilus (HCP) (CVF825)] [Escherichia coli UTI89]
0.1	VFG045817 (EC958_5043) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli O25b:H4-ST131]
0.1	VFG042569(gi:26247121) (focX) putative regulatory protein [F1C pili (AI043)] [Escherichia coli CFT073]
0.1	VFG042390(gb|YP_540132) (sfaX) regulatory protein SfaX [S fimbriae (VF0222)] [Escherichia coli UTI89]
0.1	VFG042364(gi:3288154) (hbp) haemoglobin protease [Hbp (hemoglobin-binding protease) (SS074)] [Escherichia coli O8:K43 EB1]
0.1	VFG040956(gi:157156659) (gspC) putative type II secretion protein GspC [gsp (SS206)] [Escherichia coli E24377A]
0.1	VFG036008(gi:443616396) (ehaB) flagellar protein [EhaB, AIDA-I type (CVF744)] [Escherichia coli O78:H18 str. WS3294A]
0.1	VFG036001(gi:387605878) (ehaB) autotransporter [EhaB, AIDA-I type (CVF744)] [Escherichia coli O44:H18 042]
0.1	VFG035960(gi:386621289) (upaG/ehaG) hypothetical protein [UpaG adhesin, trimeric AT (CVF740)] [Escherichia coli NA114]
0.1	VFG035938(gi:218707301) (air/eaeX) hypothetical protein [Enteroaggregative immunoglobulin repeat protein (CVF739)] [Escherichia coli O17:K52:H18 str. UMN026]
0.1	VFG035612(gi:110640439) (aec25) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli 536]
0.1	VFG035556(gi:222155041) (aec28) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli O83:H1 str. LF82]
0.1	VFG035530(gi:222155040) (aec29) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli O83:H1 str. LF82]
0.1	VFG035527(gi:218557156) (aec29) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli O45:K1:H7 str. S88]
0.1	VFG035503(gi:218557155) (aec30) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli O45:K1:H7 str. S88]
0.1	VFG035476(gi:387605688) (aec31) putative type VI secretion system protein [ACE T6SS (CVF736)] [Escherichia coli O44:H18 042]
0.1	VFG035462(gi:117622501) (aec31) hypothetical protein [AEC (SS184)] [Escherichia coli APEC O1]
0.1	VFG035289(gi:386630569) (i02_3122) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli str. clone D i2]
0.1	VFG035263(gi:386600818) (ECOK1_3205) ImpA-like protein [SCI-I T6SS (CVF734)] [Escherichia coli O18:K1:H7 str. IHE3034]
0.1	VFG035249(gi:386603121) (UM146_02430) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli UM146]
0.1	VFG035248(gi:386600817) (ECOK1_3204) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli O18:K1:H7 str. IHE3034]
0.1	VFG035105(gi:91212185) (UTI89_C3191) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli UTI89]
0.1	VFG035104(gi:117625042) (APECO1_3717) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli APEC O1]
0.1	VFG034682(gi:443616608) (ibeB) copper/silver efflux system outer membrane protein CusC [Invasion of brain endothelial cells (Ibes) (CVF429)] [Escherichia coli O78:H18 str. WS3294A]
0.1	VFG034647(gi:218701865) (cfaD) putative minor pilin and initiator [CFA/I fimbriae (CVF684)] [Escherichia coli O7:K1 str. IAI39]
0.1	VFG034564(gi:218703583) (eaeH) putative adhesin [EaeH (CVF679)] [Escherichia coli O17:K52:H18 str. UMN026]
0.1	VFG034530(gi:218703569) (ecpE) hypothetical protein [E. coli common pilus (ECP) (CVF625)] [Escherichia coli O17:K52:H18 str. UMN026]
0.1	VFG034402(gi:215485400) (ecpA) fimbrillin precursor [E. coli common pilus (ECP) (CVF625)] [Escherichia coli O127:H6 str. E2348/69]
0.1	VFG034234(gi:218700268) (sitD) iron transporter inner membrane component [Iron/managanease transport (CVF459)] [Escherichia coli O7:K1 str. IAI39]
0.1	VFG034228(gi:386598999) (sitC) iron chelate ABC transporter, permease protein [Iron/managanease transport (CVF459)] [Escherichia coli O18:K1:H7 str. IHE3034]
0.1	VFG033993(gi:387615312) (iucB) aerobactin siderophore biosynthesis protein IucB [Aerobactin siderophore (CVF457)] [Escherichia coli O83:H1 str. NRG 857C]
0.1	VFG033980(gi:260867381) (iucB) siderophore biosynthesis protein [Aerobactin siderophore (CVF457)] [Escherichia coli O111:H- str. 11128]
0.1	VFG033929(gi:386598812) (iroC) ABC transporter ATP-binding protein [Salmochelin siderophore (CVF456)] [Escherichia coli O18:K1:H7 str. IHE3034]
0.1	VFG033927(gi:386628634) (iroC) ABC transporter ATP-binding protein [Salmochelin siderophore (CVF456)] [Escherichia coli str. clone D i2]
0.1	VFG033923(gi:386598811) (iroD) IroD protein [Salmochelin siderophore (CVF456)] [Escherichia coli O18:K1:H7 str. IHE3034]
0.1	VFG033907(gi:386599761) (cdtC) cytolethal distending toxin, subunit C [Cytolethal distending toxin (CVF455)] [Escherichia coli O18:K1:H7 str. IHE3034]
0.1	VFG033843(gi:386638529) (agn43) putative antigen 43 [Antigen 43, AIDA-I type (CVF451)] [Escherichia coli ABU 83972]
0.1	VFG033826(gi:218706521) (sat) Serine protease [Sat (CVF448)] [Escherichia coli O17:K52:H18 str. UMN026]
0.1	VFG033420(gi:386627097) (tia) Tia invasion determinant [Tia/Hek (CVF430)] [Escherichia coli O7:K1 str. CE10]
0.1	VFG033368(gi:157157381) (fimH) protein FimH [Type I fimbriae (CVF426)] [Escherichia coli E24377A]
0.1	VFG033366(gi:386622108) (fimH) Mannose-specific adhesin FimH [Type I fimbriae (CVF426)] [Escherichia coli NA114]
0.1	VFG033364(gi:386642066) (fimH) type 1 fimbiral adhesin FimH [Type I fimbriae (CVF426)] [Escherichia coli ABU 83972]
0.1	VFG033322(gi:443615873) (fimF) minor component of type 1 fimbriae [Type I fimbriae (CVF426)] [Escherichia coli O78:H18 str. WS3294A]
0.1	VFG033168(gi:260847128) (fimB) tyrosine recombinase/inversion of on/off regulator of fimA [Type I fimbriae (CVF426)] [Escherichia coli O103:H2 str. 12009]
0.1	VFG033142(gi:386641966) (papA) major pilin subunit PapA [P fimbriae (CVF425)] [Escherichia coli ABU 83972]
0.1	VFG033135(gi:386641965) (papH) minor pilin subunit PapH [P fimbriae (CVF425)] [Escherichia coli ABU 83972]
0.1	VFG033104(gi:218559965) (papE) Fimbrial tip protein PapE [P fimbriae (CVF425)] [Escherichia coli O45:K1:H7 str. S88]
0.1	VFG018225(gi:90111108) (ecpE) conserved protein [E. coli common pilus (ECP) (CVF625)] [Escherichia coli str. K-12 substr. MG1655]
0.1	VFG018211(gi:16128276) (ecpC) predicted aromatic compound dioxygenase [E. coli common pilus (ECP) (CVF625)] [Escherichia coli str. K-12 substr. MG1655]
0.1	VFG018191(gi:16128279) (ecpR) predicted regulator [E. coli common pilus (ECP) (CVF625)] [Escherichia coli str. K-12 substr. MG1655]
0.1	VFG012977(gi:82543042) (entA) 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [Enterobactin synthesis (CVF477)] [Shigella boydii Sb227]
0.1	VFG012632(gi:117625788) (chuU) putative permease of iron compound ABC transport system [Hemin uptake (CVF460)] [Escherichia coli APEC O1]
0.1	VFG012601(gi:91213002) (chuA) outer membrane hemin receptor ChuA [Hemin uptake (CVF460)] [Escherichia coli UTI89]
0.1	VFG012587(gi:110641371) (sitD) iron transport protein, inner membrane component [Iron/managanease transport (CVF459)] [Escherichia coli 536]
0.1	VFG012576(gi:26247467) (sitB) SitB protein [Iron/managanease transport (CVF459)] [Escherichia coli CFT073]
0.1	VFG012509(gb|NP_753167) (iroC) ATP binding cassette transporter [Salmochelin (IA013)] [Escherichia coli CFT073]
0.1	VFG012492(gi:91213875) (hlyC) hemolysin C [Alpha-hemolysin (CVF453)] [Escherichia coli UTI89]
0.1	VFG012296(gi:91213961) (fimC) periplasmic chaperone protein FimC precursor [type 1 fimbriae (AI002)] [Escherichia coli UTI89]
0.1	VFG012277(gi:16132135) (fimA) major type 1 subunit fimbrin (pilin) [Type I fimbriae (CVF426)] [Escherichia coli str. K-12 substr. MG1655]
0.1	VFG012248(gi:117625208) (papH) minor pilin subunit PapH [P fimbriae (CVF425)] [Escherichia coli APEC O1]
0.1	VFG012212(gi:91213835) (papG) p pilus adhesin PapG protein [pyelonephritis-associated pilus, Pap pilus (AI001)] [Escherichia coli UTI89]
0.1	VFG046091 (ECVR50_0247) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli VR50]
0.1	VFG045912 (ETEC_1008) fimbrial outer membrane usher protein [E.coli laminin-binding fimbriae (ELF) (CVF824)] [Escherichia coli O78:H11:K80 str. H10407]
0.1	VFG045866 (ycbQ) putative fimbrial-like adhesin protein [E.coli laminin-binding fimbriae (ELF) (CVF824)] [Escherichia coli O111:H- str. 11128]
0.1	VFG045818 (EC958_4611) hypothetical protein [Temperature-sensitive hemagglutinin (CVF446)] [Escherichia coli O25b:H4-ST131]
0.1	VFG045349(gb|YP_002390132) (fdeC) adhesin FdeC [FdeC (VF0506)] [Escherichia coli O45:K1:H7 str. S88]
0.1	VFG042655(gi:30524681) (pixJ) PixJ protein [Pix pilus (AI078)] [Escherichia coli str. X2194]
0.1	VFG036079(gi:218557051) (usp) hypothetical protein [Colicin-like Usp (CVF754)] [Escherichia coli O45:K1:H7 str. S88]
0.1	VFG036078(gi:386617620) (usp) hypothetical protein [Colicin-like Usp (CVF754)] [Escherichia coli NA114]
0.1	VFG035943(gi:110643846) (upaG/ehaG) hemagglutinin/invasin [UpaG adhesin, trimeric AT (CVF740)] [Escherichia coli 536]
0.1	VFG035889(gi:117622522) (aec7) hypothetical protein [AEC (SS184)] [Escherichia coli APEC O1]
0.1	VFG035865(gi:117622518) (APECO1_1753) hypothetical protein [AEC (SS184)] [Escherichia coli APEC O1]
0.1	VFG035864(gi:110640450) (ECP_0242) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli 536]
0.1	VFG035777(gi:386612391) (aec18) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli UMNK88]
0.1	VFG035770(gi:410484140) (aec18) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli O104:H4 str. 2009EL-2050]
0.1	VFG035726(gi:387605698) (EC042_0221) putative type VI secretion system protein [ACE T6SS (CVF736)] [Escherichia coli O44:H18 042]
0.1	VFG035703(gi:157158454) (aec22) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli E24377A]
0.1	VFG035701(gi:387605697) (aec22) putative type VI secretion system protein [ACE T6SS (CVF736)] [Escherichia coli O44:H18 042]
0.1	VFG035664(gi:117622509) (aec23) hypothetical protein [AEC (SS184)] [Escherichia coli APEC O1]
0.1	VFG035535(gi:117622504) (aec28) hypothetical protein [AEC (SS184)] [Escherichia coli APEC O1]
0.1	VFG035517(gi:260842448) (aec29) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli O103:H2 str. 12009]
0.1	VFG035487(gi:117622502) (aec30) hypothetical protein [AEC (SS184)] [Escherichia coli APEC O1]
0.1	VFG035477(gi:218703467) (aec31) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli O17:K52:H18 str. UMN026]
0.1	VFG035475(gi:218693681) (aec31) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli 55989]
0.1	VFG035463(gi:91209286) (aec31) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli UTI89]
0.1	VFG035284(gi:117625061) (APECO1_3697) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli APEC O1]
0.1	VFG035283(gi:110642975) (ECP_2820) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli 536]
0.1	VFG035269(gi:26249235) (c3400) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli CFT073]
0.1	VFG035262(gi:218559816) (ECS88_3098) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli O45:K1:H7 str. S88]
0.1	VFG035253(gi:110642970) (ECP_2815) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli 536]
0.1	VFG035240(gi:91212198) (UTI89_C3204) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli UTI89]
0.1	VFG035186(gi:110642961) (ECP_2806) CLPA/B-type chaperone protein [SCI-I T6SS (CVF734)] [Escherichia coli 536]
0.1	VFG035162(gi:386620387) (ECNA114_2857) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli NA114]
0.1	VFG035160(gi:386640298) (ECABU_c30920) OmpA family protein [SCI-I T6SS (CVF734)] [Escherichia coli ABU 83972]
0.1	VFG035146(gi:386620386) (ECNA114_28561) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli NA114]
0.1	VFG035115(gi:157155143) (EcE24377A_3124) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli E24377A]
0.1	VFG035103(gi:110642956) (ECP_2801) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli 536]
0.1	VFG035086(gi:91212184) (UTI89_C3190) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli UTI89]
0.1	VFG034823(gi:260867911) (espR1) T3SS effector-like protein EspR [EspR1 (CVF696)] [Escherichia coli O111:H- str. 11128]
0.1	VFG034691(gi:117626224) (ibeC) hypothetical protein [Invasion of brain endothelial cells (Ibes) (CVF429)] [Escherichia coli APEC O1]
0.1	VFG034678(gi:386612743) (ibeB) cation efflux system protein CusC [Invasion of brain endothelial cells (Ibes) (CVF429)] [Escherichia coli UMNK88]
0.1	VFG034570(gi:443616331) (eaeH) putative adhesin/invasin [EaeH (CVF679)] [Escherichia coli O78:H18 str. WS3294A]
0.1	VFG034561(gi:386637726) (eaeH) putative adhesin/invasin [EaeH (CVF679)] [Escherichia coli ABU 83972]
0.1	VFG034521(gi:410484084) (ecpE) hypothetical protein [E. coli common pilus (ECP) (CVF625)] [Escherichia coli O104:H4 str. 2009EL-2050]
0.1	VFG034312(gi:218560578) (chuW) coproporphyrinogen III oxidase [Hemin uptake (CVF460)] [Escherichia coli O45:K1:H7 str. S88]
0.1	VFG034275(gi:218707130) (chuA) outer membrane hemin receptor [Hemin uptake (CVF460)] [Escherichia coli O17:K52:H18 str. UMN026]
0.1	VFG034273(gi:386631409) (chuA) Outer membrane heme/hemoglobin receptor [Hemin uptake (CVF460)] [Escherichia coli str. clone D i2]
0.1	VFG034257(gi:218707129) (chuS) Heme oxygenase [Hemin uptake (CVF460)] [Escherichia coli O17:K52:H18 str. UMN026]
0.1	VFG034207(gi:387606978) (sitB) iron ABC transporter ATP-binding protein [Iron/managanease transport (CVF459)] [Escherichia coli O44:H18 042]
0.1	VFG033928(gi:218534591) (iroC) IroC, ATP binding cassette (ABC) transporter homolog [Salmochelin siderophore (CVF456)] [Escherichia coli O45:K1:H7 str. S88]
0.1	VFG033926(gi:386638509) (iroC) ATP binding cassette ABC transporter IroC [Salmochelin siderophore (CVF456)] [Escherichia coli ABU 83972]
0.1	VFG033911(gi:386598809) (iroN) IroN protein [Salmochelin siderophore (CVF456)] [Escherichia coli O18:K1:H7 str. IHE3034]
0.1	VFG033906(gi:386599762) (cdtB) cytolethal distending toxin, subunit B [Cytolethal distending toxin (CVF455)] [Escherichia coli O18:K1:H7 str. IHE3034]
0.1	VFG033905(gi:386599763) (cdtA) cytolethal distending toxin, subunit A [Cytolethal distending toxin (CVF455)] [Escherichia coli O18:K1:H7 str. IHE3034]
0.1	VFG033846(gi:218706548) (agn43) antigen 43 (Ag43) phase-variable biofilm formation autotransporter; CP4-44 prophage [Antigen 43, AIDA-I type (CVF451)] [Escherichia coli O17:K52:H18 str. UMN026]
0.1	VFG033824(gi:386640485) (sat) putative secreted autotransporter toxin sat [Sat (CVF448)] [Escherichia coli ABU 83972]
0.1	VFG033814(gi:386637704) (vat) IgA-specific serine endopeptidase precursor [Vacuolating autotransporter gene (CVF445)] [Escherichia coli ABU 83972]
0.1	VFG033415(gi:218702831) (tia) Tia invasion determinant [Tia/Hek (CVF430)] [Escherichia coli O7:K1 str. IAI39]
0.1	VFG033411(gi:222159068) (ibeA) Invasion protein IbeA [Invasion of brain endothelial cells (Ibes) (CVF429)] [Escherichia coli O83:H1 str. LF82]
0.1	VFG033383(gi:386598801) (sfaD) putative fimbrial protein [S fimbriae (VF0235)] [Escherichia coli O18:K1:H7 str. IHE3034]
0.1	VFG033286(gi:386642063) (fimD) outer membrane usher protein FimD [Type I fimbriae (CVF426)] [Escherichia coli ABU 83972]
0.1	VFG033262(gi:218707983) (fimC) chaperone, periplasmic [Type I fimbriae (CVF426)] [Escherichia coli O17:K52:H18 str. UMN026]
0.1	VFG033204(gi:215489638) (fimA) major type 1 subunit fimbrin (pilin) [Type I fimbriae (CVF426)] [Escherichia coli O127:H6 str. E2348/69]
0.1	VFG033189(gi:260847129) (fimE) tyrosine recombinase/inversion of on/off regulator of fimA [Type I fimbriae (CVF426)] [Escherichia coli O103:H2 str. 12009]
0.1	VFG033143(gi:386622202) (papA) PapA protein [P fimbriae (CVF425)] [Escherichia coli NA114]
0.1	VFG033131(gi:218559969) (papC) Outer membrane usher protein PapC precursor [P fimbriae (CVF425)] [Escherichia coli O45:K1:H7 str. S88]
0.1	VFG033117(gi:218706494) (papJ) protein PapJ , P pilus assembly [P fimbriae (CVF425)] [Escherichia coli O17:K52:H18 str. UMN026]
0.1	VFG033116(gi:386641962) (papJ) PapJ protein [P fimbriae (CVF425)] [Escherichia coli ABU 83972]
0.1	VFG033109(gi:386641961) (papK) minor pilin subunit PapK [P fimbriae (CVF425)] [Escherichia coli ABU 83972]
0.1	VFG033086(gi:386641958) (papG) p pilus adhesin PapG protein [P fimbriae (CVF425)] [Escherichia coli ABU 83972]
0.1	VFG018221(gi:26246299) (ecpD) Hypothetical protein yagW [E. coli common pilus (ECP) (CVF625)] [Escherichia coli CFT073]
0.1	VFG018195(gi:110640562) (ecpR) hypothetical protein YkgK [E. coli common pilus (ECP) (CVF625)] [Escherichia coli 536]
