Freq	VFDB
0	VFG012208(gi:117626478) (papX) putative regulator PapX protein [P fimbriae (CVF425)] [E...
0	VFG005866(gi:55823026) (epsM) exopolysaccharide biosynthesis protein [Capsule (CVF186)]...
0	VFG034451(gi:386598017) (ecpB) hypothetical protein [E. coli common pilus (ECP) (CVF625...
0	VFG020164(gi:187733037) (iucA) aerobactin synthase, IucA component [Aerobactin synthesi...
0	VFG045937 (ppdD) prepilin peptidase dependent protein D [Hemorrhagic E.coli pilus (HCP)...
0	VFG012343(gb|YP_540130) (sfaH) S fimbriae adhesin SfaH [S fimbriae (VF0222)] [Escherich...
0	VFG034664(gi:260866720) (ibeB) copper/silver efflux system protein CusC [Invasion of br...
0	VFG034389(gi:386627884) (ecpR) hypothetical protein [E. coli common pilus (ECP) (CVF625...
0	VFG035621(gi:260866367) (aec25) hypothetical protein [ACE T6SS (CVF736)] [Escherichia c...
0	VFG033122(gi:386622205) (papD) PapD protein [P fimbriae (CVF425)] [Escherichia coli NA114]
0	VFG035137(gi:26249223) (c3388) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia ...
0	VFG033415(gi:218702831) (tia) Tia invasion determinant [Tia/Hek (CVF430)] [Escherichia ...
0	VFG013020(gi:74311127) (fepB) ferric enterobactin binding protein periplasmic component...
0	VFG033162(gi:215489636) (fimB) tyrosine recombinase [Type I fimbriae (CVF426)] [Escheri...
0	VFG018194(gi:26246303) (ecpR) Hypothetical protein ykgK [E. coli common pilus (ECP) (CV...
0	VFG043690(gi:112292715) (clbE) putative D-alanyl carrier protein [colibactin (TX033)] [...
0	VFG048494 (KPHS_14400) ATP-dependent serine activating enzyme [Ent siderophore (CVF849)...
0	VFG035454(gi:218557153) (aec32) hypothetical protein [ACE T6SS (CVF736)] [Escherichia c...
0	VFG034487(gi:387505287) (ecpD) receptor [E. coli common pilus (ECP) (CVF625)] [Escheric...
0	VFG012317(gi:91213964) (fimG) type 1 fimbriae minor subunit precursor FimG [type 1 fimb...
0	VFG035688(gi:110640442) (aec22) hypothetical protein [ACE T6SS (CVF736)] [Escherichia c...
0	VFG046012 (hofC) protein transport protein HofC [Hemorrhagic E.coli pilus (HCP) (CVF825...
0	VFG035720(gi:260842456) (ECO103_0224) hypothetical protein [ACE T6SS (CVF736)] [Escheri...
0	VFG012980(gi:24111940) (entB) 2,3-dihydro-2,3-dihydroxybenzoate synthetase, isochroisma...
0	VFG033952(gi:260867383) (iucD) siderophore biosynthesis protein [Aerobactin siderophore...
0	VFG013028(gi:24111936) (fepD) ferric enterobactin (enterochelin) transport protein [Ent...
0	VFG035524(gi:218703469) (aec29) hypothetical protein [ACE T6SS (CVF736)] [Escherichia c...
0	VFG034642(gi:260857220) (cfaD) minor pilin protein [CFA/I fimbriae (CVF684)] [Escherich...
0	VFG034289(gi:218702267) (chuT) putative periplasmic binding protein [Hemin uptake (CVF4...
0	VFG034141(gi:222156715) (ybtU) hypothetical protein [Yersiniabactin siderophore (CVF458...
0	VFG013001(gi:82543032) (entF) ATP-dependent serine activating enzyme [Enterobactin synt...
0	VFG001441(gi:4835717) (ibeB) IbeB [Ibes (VF0237)] [Escherichia coli O18:K1:H7 str. RS218]
0	VFG046098 (flu2) putative autotransporter [Antigen 43, AIDA-I type (CVF451)] [Escherich...
0	VFG035241(gi:260845471) (ECO103_3368) hypothetical protein [SCI-I T6SS (CVF734)] [Esche...
0	VFG034712(gi:387609756) (ibeC) hypothetical protein [Invasion of brain endothelial cell...
0	VFG013006(gi:110804572) (entD) enterochelin synthetase, component D [Enterobactin synth...
0	VFG042716(gi:15801634) (Z2204) putative fimbrial-like protein [F9 fimbriae (AI090)] [Es...
0	VFG035195(gi:157155408) (EcE24377A_3129) ClpA/ClpB family protein [SCI-I T6SS (CVF734)]...
0	VFG033994(gi:260867380) (iucA) siderophore biosynthesis protein [Aerobactin siderophore...
0	VFG012281(gi:110644756) (fimA) type-1 fimbrial major subunit [Type I fimbriae (CVF426)]...
0	VFG000913(gb|NP_753157) (focF) F1C minor fimbrial subunit F precursor [F1C fimbriae (VF...
0	VFG035990(gi:15800100) (ehaB) hypothetical protein [collagen-binding protein (AI290)] [...
0	VFG034402(gi:215485400) (ecpA) fimbrillin precursor [E. coli common pilus (ECP) (CVF625...
0	VFG033342(gi:386632335) (fimG) FimG protein [Type I fimbriae (CVF426)] [Escherichia col...
0	VFG018652(gi:157151535) (plr/gapA) glyceraldehyde-3-phosphate dehydrogenase, type I [St...
0	VFG012335(gb|YP_540126) (sfaE) S fimbriae periplasmic chaperone SfaE [S fimbriae (VF022...
0	VFG046114 (ECVR50_2118) yersiniabactin biosynthetic protein YbtU [Yersiniabactin sidero...
0	VFG034527(gi:386637711) (ecpE) hypothetical protein [E. coli common pilus (ECP) (CVF625...
0	VFG013000(gi:110804576) (entF) Enterobactin synthetase component F [Enterobactin synthe...
0	VFG012560(gi:110642116) (ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin...
0	VFG035551(gi:157157081) (aec28) type VI secretion-associated protein [ACE T6SS (CVF736)...
0	VFG033263(gi:387615049) (fimC) chaperone, periplasmic [Type I fimbriae (CVF426)] [Esche...
0	VFG043803(gi:4757387) (bft-2) metalloprotease [BFT (B. fragilis toxin), subtype 2 (TX17...
0	VFG000877(gb|NP_757245) (fimF) FimF protein precursor [Type 1 fimbriae (VF0221)] [Esche...
0	VFG035213(gi:386620391) (ECNA114_2861) hypothetical protein [SCI-I T6SS (CVF734)] [Esch...
0	VFG035671(gi:260842454) (aec23) hypothetical protein [ACE T6SS (CVF736)] [Escherichia c...
0	VFG033234(gi:410480369) (fimI) long polar fimbrial protein LpfA [Type I fimbriae (CVF42...
0	VFG035711(gi:15829483) (ECs0229) hypothetical protein [ACE T6SS (CVF736)] [Escherichia ...
0	VFG035493(gi:260842447) (aec30) IcmF-like protein [ACE T6SS (CVF736)] [Escherichia coli...
0	VFG034136(gi:387612533) (ybtU) irp3 protein [Yersiniabactin siderophore (CVF458)] [Esch...
0	VFG012957(gi:74313970) (iucC) siderophore biosynthesis protein [Aerobactin synthesis (C...
0	VFG035679(gi:157159137) (aec23) hypothetical protein [ACE T6SS (CVF736)] [Escherichia c...
0	VFG012252(gi:91213843) (papA) major pilin subunit PapA [pyelonephritis-associated pilus...
0	VFG035490(gi:387505144) (aec30) hypothetical protein [ACE T6SS (CVF736)] [Escherichia c...
0	VFG012312(gi:16132140) (fimG) minor component of type 1 fimbriae [Type I fimbriae (CVF4...
0	VFG043980(gi:73476856) (cib) Colicin IB [colicin Ib (TX383)] [Escherichia coli O113:H21...
0	VFG041051(gi:15799916) (vgrG) hypothetical protein [EHS (SS185)] [Escherichia coli O157...
0	VFG035738(gi:117622512) (aec19) hypothetical protein [AEC (SS184)] [Escherichia coli AP...
0	VFG035242(gi:218696625) (EC55989_3325) hypothetical protein [SCI-I T6SS (CVF734)] [Esch...
0	VFG035138(gi:110642958) (ECP_2803) hypothetical protein [SCI-I T6SS (CVF734)] [Escheric...
0	VFG033319(gi:218561494) (fimF) minor component of type 1 fimbriae [Type I fimbriae (CVF...
0	VFG048497 (entF) enterobactin synthase subunit F [Ent siderophore (CVF849)] [Klebsiella...
0	VFG048586 (KPHS_34680) irp3 protein, yersiniabactin siderophore biosynthetic protein [Y...
0	VFG035485(gi:15829472) (aec30) IcmF-like protein [ACE T6SS (CVF736)] [Escherichia coli ...
0	VFG034374(gi:215485401) (ecpR) regulator [E. coli common pilus (ECP) (CVF625)] [Escheri...
0	VFG006073(gi:55823381) (rgpB) polysaccharide biosynthesis protein/putative rhamnosyl tr...
0	VFG012561(gi:91211202) (ybtT) YbtT protein [Yersiniabactin siderophore (CVF458)] [Esche...
0	VFG006052(gi:55823163) (rmlA) glucose-1-phosphate thymidyl transferase [Capsule (CVF186...
0	VFG048273 (KPHS_43580) outer membrane protein for export and assembly of type 1 fimbria...
0	VFG048575 (KPHS_34650) AraC-type transcriptional regulator [Yersiniabactin (CVF851)] [K...
0	VFG045776 (fimI) FimI fimbrial protein [Type I fimbriae (CVF426)] [Escherichia coli O25...
0	VFG035676(gi:218693689) (aec23) hypothetical protein [ACE T6SS (CVF736)] [Escherichia c...
0	VFG033192(gi:218703011) (fimE) tyrosine recombinase [Type I fimbriae (CVF426)] [Escheri...
0	VFG018203(gi:91209355) (ecpA) MatB precursor [E. coli common pilus (ECP) (CVF625)] [Esc...
0	VFG018220(gi:15829574) (ecpD) putative receptor [E. coli common pilus (ECP) (CVF625)] [...
0	VFG033940(gi:410484658) (iutA) Ferric aerobactin receptor [Aerobactin siderophore (CVF4...
0	VFG035476(gi:387605688) (aec31) putative type VI secretion system protein [ACE T6SS (CV...
0	VFG034641(gi:260869845) (cfaD) putative minor pilin and initiator protein [CFA/I fimbri...
0	VFG034640(gi:260845906) (cfaD) minor pilin and initiator protein [CFA/I fimbriae (CVF68...
0	VFG033226(gi:291285696) (fimI) FimI fimbrial protein [Type I fimbriae (CVF426)] [Escher...
0	VFG035882(gi:387605711) (aec8) hypothetical protein [ACE T6SS (CVF736)] [Escherichia co...
0	VFG035601(gi:387605693) (aec26) putative type VI secretion system protein [ACE T6SS (CV...
0	VFG035518(gi:260866363) (aec29) hypothetical protein [ACE T6SS (CVF736)] [Escherichia c...
0	VFG035115(gi:157155143) (EcE24377A_3124) hypothetical protein [SCI-I T6SS (CVF734)] [Es...
0	VFG035083(gi:26249220) (c3385) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia ...
0	VFG000878(gb|NP_757247) (fimG) FimG protein precursor [Type 1 fimbriae (VF0221)] [Esche...
0	VFG034143(gi:410482036) (ybtT) siderophore biosynthetic protein [Yersiniabactin siderop...
0	VFG043089(gi:15802294) (cheY) chemotaxis regulatory protein CheY [peritrichous flagella...
0	VFG048593 (A79E_1702) iron aquisition 2,3-dihydroxybenzoate-AMP ligase [Yersiniabactin ...
0	VFG035872(gi:110640451) (aec11) hypothetical protein [ACE T6SS (CVF736)] [Escherichia c...
0	VFG033317(gi:157155516) (fimF) protein FimF [Type I fimbriae (CVF426)] [Escherichia col...
0	VFG045896 (ETEC_1007) periplasmic pilin chaperone [E.coli laminin-binding fimbriae (ELF...
0	VFG020186(gi:187734480) (virK) hypothetical protein [VirK (CVF483)] [Shigella boydii CD...
0	VFG012248(gi:117625208) (papH) minor pilin subunit PapH [P fimbriae (CVF425)] [Escheric...
0	VFG012217(gi:91213836) (papF) minor pilin subunit PapF [pyelonephritis-associated pilus...
0	VFG034543(gi:15800012) (eaeH) adhesin [EaeH (CVF679)] [Escherichia coli O157:H7 str. ED...
0	VFG013021(gi:82775868) (fepC) ATP-binding component of ferric enterobactin transport [E...
0	VFG020170(gi:187732104) (entB) isochorismatase [Enterobactin synthesis (CVF477)] [Shige...
0	VFG048493 (entF) enterobactin synthase subunit F [Ent siderophore (CVF849)] [Klebsiella...
0	VFG043117(gi:15802383) (fliP) flagellar biosynthesis protein FliP [peritrichous flagell...
0	VFG035659(gi:222155045) (aec24) hypothetical protein [ACE T6SS (CVF736)] [Escherichia c...
0	VFG012995(gi:82543039) (entC) isochorismate hydroxymutase 2, enterochelin biosynthesis ...
0	VFG034436(gi:260853522) (ecpB) chaperone [E. coli common pilus (ECP) (CVF625)] [Escheri...
0	VFG033313(gi:386642064) (fimF) type 1 fimbriae minor subunit precursor FimF [Type I fim...
0	VFG033102(gi:386622208) (papE) Minor pilin subunit [P fimbriae (CVF425)] [Escherichia c...
0	VFG049142 (KPN2242_04620) multidrug efflux system protein AcrB [AcrAB (CVF859)] [Klebsi...
0	VFG045787 (matF/ecpE) Mat/Ecp fimbriae periplasmic chaperone protein [E. coli common pi...
0	VFG043100(gi:15802356) (fliZ) flagella biosynthesis protein FliZ [peritrichous flagella...
0	VFG012323(gi:110644762) (fimH) FimH protein precursor [Type I fimbriae (CVF426)] [Esche...
0	VFG035710(gi:15799909) (Z0260) hypothetical protein [EHS (SS185)] [Escherichia coli O15...
0	VFG046063 (ecpA) common pilus major fimbrillin subunit EcpA [E. coli common pilus (ECP)...
0	VFG035704(gi:386612388) (aec22) hypothetical protein [ACE T6SS (CVF736)] [Escherichia c...
0	VFG035673(gi:410484144) (aec23) type VI secretion system protein ImpI [ACE T6SS (CVF736...
0	VFG045784 (matC/ecpB) Mat/Ecp fimbriae periplasmic chaperone protein [E. coli common pi...
0	VFG033175(gi:387615045) (fimB) tyrosine recombinase/inversion of on/off regulator of fi...
0	VFG043987(gi:807876) (cta) colicin 10 [Col10 (TX390)] [Escherichia coli str. PTE10]
0	VFG006069(gi:55823380) (rgpC) polysaccharide ABC transporter membrane-spanning protein ...
0	VFG043983(gi:5295807) (csa) colicin S4 [colicin S4 (TX386)] [Escherichia coli]
0	VFG035786(gi:117622514) (aec17) hypothetical protein [AEC (SS184)] [Escherichia coli AP...
0	VFG035437(gi:117622500) (aec32) hypothetical protein [AEC (SS184)] [Escherichia coli AP...
0	VFG034623(gi:218701867) (cfaB) putative adhesin major subunit pilin [CFA/I fimbriae (CV...
0	VFG001442(gb|AAF98391) (ibeA) invasion protein IbeA [Ibes (VF0237)] [Escherichia coli O...
0	VFG034551(gi:209400580) (eaeH) invasin [EaeH (CVF679)] [Escherichia coli O157:H7 str. E...
0	VFG045800 (EC958_5032) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli O25...
0	VFG035700(gi:218693690) (aec22) hypothetical protein [ACE T6SS (CVF736)] [Escherichia c...
0	VFG012211(gi:110644640) (papG) PapG [P fimbriae (CVF425)] [Escherichia coli 536]
0	VFG045814 (EC958_5040) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli O25...
0	VFG020300(gi:186895029) (ybtP) ABC transporter related [Yersiniabactin (CVF051)] [Yersi...
0	VFG034665(gi:260853822) (ibeB) copper/silver efflux system outer membrane protein CusC ...
0	VFG035672(gi:260866369) (aec23) hypothetical protein [ACE T6SS (CVF736)] [Escherichia c...
0	VFG018195(gi:110640562) (ecpR) hypothetical protein YkgK [E. coli common pilus (ECP) (C...
0	VFG013030(gi:110804581) (fepD) ferric enterobactin (enterochelin) transport [Enterobact...
0	VFG005914(gi:55823029) (epsJ) exopolysaccharide polymerization protein [Capsule (CVF186...
0	VFG005842(gi:55823023) (epsX) lipopolysaccharide 1,6-galactosyltransferase [Capsule (CV...
0	VFG033995(gi:260854496) (iucA) siderophore biosynthesis protein [Aerobactin siderophore...
0	VFG033078(gi:218701685) (papX) putative HTH-type transcriptional regulator [P fimbriae ...
0	VFG045897 (UMNK88_1094) chaperone protein FocC [E.coli laminin-binding fimbriae (ELF) (...
0	VFG012316(gi:110644761) (fimG) FimG protein precursor [Type I fimbriae (CVF426)] [Esche...
0	VFG049195 (clpB) protein disaggregation chaperone [T6SS-II (CVF861)] [Klebsiella pneumo...
0	VFG034488(gi:209396118) (ecpD) hypothetical protein [E. coli common pilus (ECP) (CVF625...
0	VFG034387(gi:218698806) (ecpR) putative transcriptional regulator [E. coli common pilus...
0	VFG034027(gi:218695582) (ybtX) yersiniabactin-iron transporter permease YbtX [Yersiniab...
0	VFG033383(gi:386598801) (sfaD) putative fimbrial protein [S fimbriae (VF0235)] [Escheri...
0	VFG012973(gi:82775876) (entA) 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [Enteroba...
0	VFG042425(gb|CAW30799) (afaC-I) usher AfaC [Afimbrial adhesin, AFA-I, mannose-resistant...
0	VFG034449(gi:386612487) (ecpB) hypothetical protein [E. coli common pilus (ECP) (CVF625...
0	VFG006075(gi:116628177) (STER_1438) Glycosyltransferase involved in cell wall biogenesi...
0	VFG034643(gi:410480838) (cfaD) hypothetical protein [CFA/I fimbriae (CVF684)] [Escheric...
0	VFG042550(gi:170681449) (fanD) putative fimbrial usher protein FanD [K99 pili/F5 fimbri...
0	VFG013007(gi:82543028) (entD) enterochelin synthetase, component D [Enterobactin synthe...
0	VFG000896(gi:26250993) (papD) PapD protein [P fimbriae (VF0220)] [Escherichia coli CFT073]
0	VFG012333(gb|YP_540125) (sfaD) S fimbriae minor subunit SfaD [S fimbriae (VF0222)] [Esc...
0	VFG006020(gi:55823038) (epsB) exopolysaccharide biosynthesis protein [Capsule (CVF186)]...
0	VFG048589 (A79E_1703) YbtT [Yersiniabactin (CVF851)] [Klebsiella pneumoniae subsp. pneu...
0	VFG035826(gi:157157744) (aec16) hypothetical protein [ACE T6SS (CVF736)] [Escherichia c...
0	VFG035114(gi:386620384) (ECNA114_2855) hypothetical protein [SCI-I T6SS (CVF734)] [Esch...
0	VFG035085(gi:117625041) (APECO1_3718) hypothetical protein [SCI-I T6SS (CVF734)] [Esche...
0	VFG034931(gi:260858281) (lifA/efa1) Efa1/LifA [LifA/Efa1 (CVF712)] [Escherichia coli O2...
0	VFG033311(gi:387607090) (fimF) fimbrial protein [Type I fimbriae (CVF426)] [Escherichia...
0	VFG033116(gi:386641962) (papJ) PapJ protein [P fimbriae (CVF425)] [Escherichia coli ABU...
0	VFG049193 (KPHS_39850) protein disaggregation chaperone [T6SS-II (CVF861)] [Klebsiella ...
0	VFG045894 (ycbR) putative periplasmic pilin chaperone [E.coli laminin-binding fimbriae ...
0	VFG035645(gi:260842453) (aec24) lipoprotein [ACE T6SS (CVF736)] [Escherichia coli O103:...
0	VFG035170(gi:110642960) (ECP_2805) hemolysin-coregulated protein Hcp [SCI-I T6SS (CVF73...
0	VFG033375(gi:222159051) (fimH) Protein fimH [Type I fimbriae (CVF426)] [Escherichia col...
0	VFG012956(gi:82546636) (iucC) siderophore biosynthesis protein [Aerobactin synthesis (C...
0	VFG006054(gi:116628172) (STER_1433) Glycosyltransferase [Capsule (CVF186)] [Streptococc...
0	VFG034347(gi:218707134) (chuY) hypothetical protein [Hemin uptake (CVF460)] [Escherichi...
0	VFG035542(gi:260842449) (aec28) hypothetical protein [ACE T6SS (CVF736)] [Escherichia c...
0	VFG035178(gi:386620388) (ECNA114_2858) hypothetical protein [SCI-I T6SS (CVF734)] [Esch...
0	VFG049068 (KPK_1679) methyltransferase [LPS rfb locus (CVF857)] [Klebsiella pneumoniae ...
0	VFG003383(gi:51595931) (ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin ...
0	VFG034392(gi:157156152) (ecpR) fimbrillin MatA [E. coli common pilus (ECP) (CVF625)] [E...
0	VFG048567 (KPHS_34630) permease and ATP-binding protein of yersiniabactin-iron ABC tran...
0	VFG035214(gi:157158477) (EcE24377A_3130) ImpA family type VI secretion-associated prote...
0	VFG034252(gi:387609224) (chuS) putative hemin-degrading protein [Hemin uptake (CVF460)]...
0	VFG045865 (ycbQ) fimbrial-like adhesin protein [E.coli laminin-binding fimbriae (ELF) (...
0	VFG033900(gi:386641999) (hlyC) hemolysin HlyC [Alpha-hemolysin (CVF453)] [Escherichia c...
0	VFG034418(gi:218703573) (ecpA) common pilus ECP [E. coli common pilus (ECP) (CVF625)] [...
0	VFG012579(gi:117623375) (sitB) ABC Mn+2/Fe+2 transporter, ATPase subunit SitB [Iron/man...
0	VFG045899 (APECO78_08685) periplasmic pilin chaperone [E.coli laminin-binding fimbriae ...
0	VFG034352(gi:222158210) (chuY) hypothetical protein [Hemin uptake (CVF460)] [Escherichi...
0	VFG034217(gi:386604843) (sitB) iron transport protein, ATP-binding component [Iron/mana...
0	VFG034147(gi:387607666) (ybtT) yersiniabactin siderophore biosynthetic protein [Yersini...
0	VFG012985(gi:82775874) (entE) 2,3-dihydroxybenzoate-AMP ligase [Enterobactin synthesis ...
0	VFG012223(gi:117625203) (papE) PapE protein [P fimbriae (CVF425)] [Escherichia coli APE...
0	VFG034520(gi:260853519) (ecpE) chaperone [E. coli common pilus (ECP) (CVF625)] [Escheri...
0	VFG034681(gi:386622965) (ibeB) invasin of brain endothelial cells, IbeB [Invasion of br...
0	VFG033183(gi:215489637) (fimE) tyrosine recombinase [Type I fimbriae (CVF426)] [Escheri...
0	VFG034605(gi:260869848) (cfaA) putative fimbrial protein [CFA/I fimbriae (CVF684)] [Esc...
0	VFG033257(gi:260871036) (fimC) chaperone FimC, periplasmic [Type I fimbriae (CVF426)] [...
0	VFG049197 (clpB) hypothetical protein [T6SS-II (CVF861)] [Klebsiella pneumoniae subsp. ...
0	VFG035755(gi:218557165) (aec19) hypothetical protein [ACE T6SS (CVF736)] [Escherichia c...
0	VFG034616(gi:260845908) (cfaB) fimbrial subunit [CFA/I fimbriae (CVF684)] [Escherichia ...
0	VFG005926(gi:55823030) (epsI) exopolysaccharide biosynthesis protein, sugar transferase...
0	VFG035305(gi:386620402) (ECNA114_2871) hypothetical protein [SCI-I T6SS (CVF734)] [Esch...
0	VFG034151(gi:386619570) (ybtT) yersiniabactin biosynthetic protein [Yersiniabactin side...
0	VFG012290(gi:117626623) (fimI) FimI fimbrial protein [Type I fimbriae (CVF426)] [Escher...
0	VFG033340(gi:218703018) (fimG) minor component of type 1 fimbriae [Type I fimbriae (CVF...
0	VFG020172(gi:187732369) (entC) isochorismate synthase, entC [Enterobactin synthesis (CV...
0	VFG012994(gi:4209472) (entC) - [Enterobactin synthesis (CVF477)] [Shigella flexneri 5 s...
0	VFG048517 (fepA) outer membrane receptor FepA [Ent siderophore (CVF849)] [Klebsiella pn...
0	VFG020159(gi:6269494) (gspK) - [T2SS (Type II secretion system) (CVF466)] [Shigella boy...
0	VFG013033(gi:82775869) (fepG) ferric enterobactin transport protein [Enterobactin trans...
0	VFG033273(gi:387509762) (fimD) Export and assembly outer membrane protein of type 1 fim...
0	VFG006011(gi:116627847) (STER_1071) Transcriptional regulator [Capsule (CVF186)] [Strep...
0	VFG035086(gi:91212184) (UTI89_C3190) hypothetical protein [SCI-I T6SS (CVF734)] [Escher...
0	VFG034153(gi:387612534) (ybtT) yersiniabactin siderophore biosynthetic protein [Yersini...
0	VFG033204(gi:215489638) (fimA) major type 1 subunit fimbrin (pilin) [Type I fimbriae (C...
0	VFG049144(gb|YP_002918165.1) (acrB) acriflavine resistance protein B [AcrAB (VF0568)] [...
0	VFG012257(gi:91213844) (papB) pap operon regulatory protein PapB [pyelonephritis-associ...
0	VFG042657(gi:30524683) (pixG) PixG protein [Pix pilus (AI078)] [Escherichia coli str. X...
0	VFG034856(gi:260842259) (espX1) T3SS effector protein EspX [EspX1 (CVF701)] [Escherichi...
0	VFG020167(gi:187733647) (iucD) L-lysine 6-monooxygenase (NADPH) [Aerobactin synthesis (...
0	VFG001446(gb|YP_540124) (sfaA) S-fimbrial major subunit SfaA [S fimbriae (VF0222)] [Esc...
0	VFG034772(gb|NP_290644) (espL4) Type III secretion system effector EspL4 [LEE encoded T...
0	VFG033954(gi:410484659) (iucD) L-lysine 6-monooxygenase (Lysine N(6)-hydroxylase) [Aero...
0	VFG020171(gi:187731959) (entE) enterobactin synthase subunit E [Enterobactin synthesis ...
0	VFG042800(gi:15799792) (ppdD) major pilin subunit [Hemorrhagic Coli pili (HCP) (AI102)]...
0	VFG035189(gi:260845466) (ECO103_3363) ATP-dependent Clp proteinase ATP-binding chain [S...
0	VFG035697(gi:410484143) (aec22) hypothetical protein [ACE T6SS (CVF736)] [Escherichia c...
0	VFG012300(gi:15834530) (fimD) FimD [Type I fimbriae (CVF426)] [Escherichia coli O157:H7...
0	VFG035436(gi:110640432) (aec32) hypothetical protein [ACE T6SS (CVF736)] [Escherichia c...
0	VFG033272(gi:291285698) (fimD) Export and assembly outer membrane protein of type 1 fim...
0	VFG035543(gi:260866364) (aec28) hypothetical protein [ACE T6SS (CVF736)] [Escherichia c...
0	VFG033104(gi:218559965) (papE) Fimbrial tip protein PapE [P fimbriae (CVF425)] [Escheri...
0	VFG012578(gi:91210365) (sitB) SitB protein [Iron/managanease transport (CVF459)] [Esche...
0	VFG033264(gi:218561492) (fimC) chaperone, periplasmic [Type I fimbriae (CVF426)] [Esche...
0	VFG035093(gi:386640294) (ECABU_c30880) hypothetical protein [SCI-I T6SS (CVF734)] [Esch...
0	VFG035163(gi:157156833) (EcE24377A_3127) OmpA domain-containing protein [SCI-I T6SS (CV...
0	VFG012982(gi:110804585) (entB) 2,3-dihydro-2,3-dihydroxybenzoate synthetase, isochroism...
0	VFG012898(gi:82545402) (gspE) putative type II secretion protein [T2SS (Type II secreti...
0	VFG005324(gi:55820544) (cbpD) cell wall protein precursor, similar to choline binding p...
0	VFG035119(gi:222157501) (LF82_427) hypothetical protein [SCI-I T6SS (CVF734)] [Escheric...
0	VFG034024(gi:410482043) (ybtX) yersiniabactin-iron transporter permease YbtX [Yersiniab...
0	VFG048760 (KPN2242_09830) type VI secretion-associated protein [T6SS-I (CVF853)] [Klebs...
0	VFG042366(gi:16417609) (epeA) Autotransporter protease [EpeA (SS070)] [Escherichia coli...
0	VFG034388(gi:386637716) (ecpR) hypothetical protein [E. coli common pilus (ECP) (CVF625...
0	VFG033393(gi:386598806) (sfaH) protein FimH [S fimbriae (VF0235)] [Escherichia coli O18...
0	VFG042400(gi:15804976) (ycbS) PapC-like porin protein involved in fimbrial biogenesis [...
0	VFG033191(gi:260858481) (fimE) tyrosine recombinase [Type I fimbriae (CVF426)] [Escheri...
0	VFG012492(gi:91213875) (hlyC) hemolysin C [Alpha-hemolysin (CVF453)] [Escherichia coli ...
0	VFG042655(gi:30524681) (pixJ) PixJ protein [Pix pilus (AI078)] [Escherichia coli str. X...
0	VFG033117(gi:218706494) (papJ) protein PapJ , P pilus assembly [P fimbriae (CVF425)] [E...
0	VFG012267(gi:110644753) (fimB) type 1 fimbriae regulatory protein FimB [Type I fimbriae...
0	VFG033218(gi:218561490) (fimA) major type 1 subunit fimbrin (pilin) [Type I fimbriae (C...
0	VFG013082(gi:82524781) (virK) VirK [VirK (CVF483)] [Shigella boydii Sb227]
0	VFG000886(gb|NP_755463) (papJ) P pilus assembly protein PapJ [P fimbriae (VF0220)] [Esc...
0	VFG012981(gi:30062052) (entB) 2,3-dihydro-2,3-dihydroxybenzoate synthetase, isochroisma...
0	VFG012289(gi:91213960) (fimI) FimI fimbrial protein [type 1 fimbriae (AI002)] [Escheric...
0	VFG045866 (ycbQ) putative fimbrial-like adhesin protein [E.coli laminin-binding fimbria...
0	VFG033906(gi:386599762) (cdtB) cytolethal distending toxin, subunit B [Cytolethal diste...
0	VFG033093(gi:386641959) (papF) minor pilin subunit PapF [P fimbriae (CVF425)] [Escheric...
0	VFG042091(gi:15832969) (orgA) hypothetical protein [ETT2 (SS017)] [Escherichia coli O15...
0	VFG035084(gi:110642955) (ECP_2800) hypothetical protein [SCI-I T6SS (CVF734)] [Escheric...
0	VFG034382(gi:410484079) (ecpR) transcriptional regulator [E. coli common pilus (ECP) (C...
0	VFG034329(gi:218707133) (chuX) hypothetical protein [Hemin uptake (CVF460)] [Escherichi...
0	VFG000874(gb|NP_757242) (fimI) Fimbrin-like protein fimI precursor [Type 1 fimbriae (VF...
0	VFG035290(gi:386620401) (ECNA114_28701) hypothetical protein [SCI-I T6SS (CVF734)] [Esc...
0	VFG043694(gi:112292719) (clbR) putative regulatory protein [colibactin (TX033)] [Escher...
0	VFG033307(gi:410482684) (fimF) fimbrial-like adhesin protein [Type I fimbriae (CVF426)]...
0	VFG013022(gi:24111934) (fepC) ATP-binding component of ferric enterobactin transport [E...
0	VFG012894(gi:3781994) (gspC) - [T2SS (Type II secretion system) (CVF466)] [Shigella boy...
0	VFG034670(gi:387606070) (ibeB) cation efflux system protein [Invasion of brain endothel...
0	VFG033394(gi:386605047) (sfaH) F1C putative fimbrial adhesin precursor [S fimbriae (CVF...
0	VFG033249(gi:387619673) (fimI) FimI fimbrial protein [Type I fimbriae (CVF426)] [Escher...
0	VFG020166(gi:187733201) (iucC) aerobactin synthase, IucC component [Aerobactin synthesi...
0	VFG048279 (Kvar_0775) fimbrial biogenesis outer membrane usher protein [Type I fimbriae...
