Gene	Pvalue
VFG046004 (hofB) GspE family protein HofB [Hemorrhagic E.coli pilus (HCP) (CVF825)] [Escherichia coli O18:K1:H7 str. IHE3034]	0.000266220916588489
VFG035117(gi:386600808) (ECOK1_3194) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli O18:K1:H7 str. IHE3034]	0.00798792049790488
VFG035291(gi:218559820) (ECS88_3103) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli O45:K1:H7 str. S88]	0.0011413580389156
VFG035856(gi:110640449) (aec14) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli 536]	1.17464317163769e-06
VFG046032 (hofC) type IV pilin biogenesis protein [Hemorrhagic E.coli pilus (HCP) (CVF825)] [Escherichia coli UTI89]	3.39674749261785e-11
VFG018228(gi:26246298) (ecpE) Hypothetical protein yagV precursor [E. coli common pilus (ECP) (CVF625)] [Escherichia coli CFT073]	1.1816977804543e-12
VFG042092(gi:15832970) (eprK) EprK [ETT2 (SS017)] [Escherichia coli O157:H7 str. Sakai]	7.60321915292056e-05
VFG035298(gi:117625062) (APECO1_3696) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli APEC O1]	0.00103230785683223
VFG012545(gi:91211198) (ybtA) putative AraC type regulator [Yersiniabactin siderophore (CVF458)] [Escherichia coli UTI89]	1.37922779068183e-05
VFG034566(gi:387610830) (eaeH) putative adhesin/invasin [EaeH (CVF679)] [Escherichia coli O78:H11:K80 str. H10407]	1.96114128301869e-06
VFG012608(gi:117625784) (chuT) putative periplasmic binding protein ChuT [Hemin uptake (CVF460)] [Escherichia coli APEC O1]	2.49247226641451e-06
VFG034238(gi:218704667) (sitD) iron transport protein, inner membrane component [Iron/managanease transport (CVF459)] [Escherichia coli O17:K52:H18 str. UMN026]	0.000856092536776038
VFG000915(gb|NP_753159) (focH) F1C Putative fimbrial adhesin precursor [F1C fimbriae (VF0224)] [Escherichia coli CFT073]	5.08703957586984e-10
VFG046029 (hofC) protein transport protein HofC [Hemorrhagic E.coli pilus (HCP) (CVF825)] [Escherichia coli O44:H18 042]	7.81147929800664e-08
VFG018214(gi:26246300) (ecpC) Hypothetical protein yagX precursor [E. coli common pilus (ECP) (CVF625)] [Escherichia coli CFT073]	1.40432808409155e-07
VFG035626(gi:387605694) (aec25) putative type VI secretion system protein [ACE T6SS (CVF736)] [Escherichia coli O44:H18 042]	3.32037601304256e-08
VFG045900 (elfC) putative outer membrane usher protein ElfC [E.coli laminin-binding fimbriae (ELF) (CVF824)] [Escherichia coli VR50]	3.06504566172153e-07
VFG034347(gi:218707134) (chuY) hypothetical protein [Hemin uptake (CVF460)] [Escherichia coli O17:K52:H18 str. UMN026]	1.99004485293974e-16
VFG035296(gi:26249236) (c3401) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli CFT073]	2.50592461047659e-19
VFG034534(gi:218557206) (ecpE) hypothetical protein [E. coli common pilus (ECP) (CVF625)] [Escherichia coli O45:K1:H7 str. S88]	3.51968515183987e-18
VFG035510(gi:110640435) (aec29) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli 536]	8.8469086123039e-06
VFG018223(gi:91209352) (ecpD) hypothetical protein YagW [E. coli common pilus (ECP) (CVF625)] [Escherichia coli UTI89]	0.00162097176350315
VFG035604(gi:386612384) (aec26) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli UMNK88]	0.00323464895281304
VFG035156(gi:91212188) (UTI89_C3194) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli UTI89]	0.000106015252986129
VFG035730(gi:218557164) (ECS88_0243) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli O45:K1:H7 str. S88]	9.84730976282909e-06
VFG012319(gi:16132141) (fimH) minor component of type 1 fimbriae [Type I fimbriae (CVF426)] [Escherichia coli str. K-12 substr. MG1655]	0.000106041259718556
VFG045878 (elfD) putative fimbrial chaperone protein ElfD [E.coli laminin-binding fimbriae (ELF) (CVF824)] [Escherichia coli VR50]	9.31309144389771e-06
VFG034198(gi:386618823) (sitA) Iron ABC transporter substrate binding component [Iron/managanease transport (CVF459)] [Escherichia coli NA114]	3.46924640205033e-15
VFG035511(gi:117622503) (aec29) hypothetical protein [AEC (SS184)] [Escherichia coli APEC O1]	6.78746199910381e-08
VFG043982(gi:1124900) (cka) colicin K [colicin K (TX385)] [Escherichia coli str. K49]	6.29073317628318e-10
VFG012631(gi:91213011) (chuU) putative permease of iron compound ABC transport system [Hemin uptake (CVF460)] [Escherichia coli UTI89]	1.36647431279901e-10
VFG012283(gi:117626622) (fimA) type 1 fimbriae major subunit FimA [Type I fimbriae (CVF426)] [Escherichia coli APEC O1]	7.11390956606824e-17
VFG033817(gi:386605757) (vat) Vacuolating autotransporter toxin [Vacuolating autotransporter gene (CVF445)] [Escherichia coli UM146]	1.09799631557555e-06
VFG045846 (sitB) manganese/iron transport system ATP-binding protein [Iron/managanease transport (CVF459)] [Escherichia coli O25b:H4-ST131]	0.00157339121717786
VFG035292(gi:386600824) (ECOK1_3211) type VI secretion protein [SCI-I T6SS (CVF734)] [Escherichia coli O18:K1:H7 str. IHE3034]	6.0111032991131e-05
VFG012507(gi:91210149) (iroD) IroD protein [Salmochelin siderophore (CVF456)] [Escherichia coli UTI89]	0.000162550705203211
VFG012305(gi:16132139) (fimF) minor component of type 1 fimbriae [Type I fimbriae (CVF426)] [Escherichia coli str. K-12 substr. MG1655]	0.000108968999504645
VFG035461(gi:110640433) (aec31) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli 536]	0.00122345866240343
VFG033111(gi:218706493) (papK) Fimbrial adapter PapK [P fimbriae (CVF425)] [Escherichia coli O17:K52:H18 str. UMN026]	0.000192027744689423
VFG012586(gi:26247465) (sitD) SitD protein [Iron/managanease transport (CVF459)] [Escherichia coli CFT073]	0.000103209725684346
VFG035803(gi:218557167) (aec17) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli O45:K1:H7 str. S88]	5.75911287211236e-08
VFG012355(gi:117625198) (tia) Tia invasion determinant [Tia/Hek (CVF430)] [Escherichia coli APEC O1]	0.000946859113067056
VFG012275(gi:91213958) (fimE) type 1 fimbriae regulatory protein FimE [type 1 fimbriae (AI002)] [Escherichia coli UTI89]	9.20951356239803e-05
VFG012633(gi:26250982) (ireA) Putative iron-regulated outer membrane virulence protein [Iron-regulated element (CVF461)] [Escherichia coli CFT073]	9.39399672411373e-05
VFG034492(gi:260853520) (ecpD) hypothetical protein [E. coli common pilus (ECP) (CVF625)] [Escherichia coli O26:H11 str. 11368]	0.0012646425427495
VFG000938(gb|NP_755500) (iucC) aerobactin siderophore biosynthesis protein IucC [Aerobactin (VF0229)] [Escherichia coli CFT073]	3.46924640205033e-15
VFG040946(gi:157154814) (gspM) putative general secretion pathway protein YghD [gsp (SS206)] [Escherichia coli E24377A]	2.98355022163793e-07
VFG000912(gb|NP_753156) (focD) F1C fimbrial usher [F1C fimbriae (VF0224)] [Escherichia coli CFT073]	2.68504608095031e-12
VFG012310(gi:91213963) (fimF) type 1 fimbriae minor subunit precursor FimF [type 1 fimbriae (AI002)] [Escherichia coli UTI89]	3.28105489112057e-13
VFG012233(gi:117625205) (papJ) PapJ protein [P fimbriae (CVF425)] [Escherichia coli APEC O1]	4.63232278500524e-12
VFG035155(gi:117625045) (APECO1_3714) outer membrane protein [SCI-I T6SS (CVF734)] [Escherichia coli APEC O1]	4.23195740915669e-05
VFG045865 (ycbQ) fimbrial-like adhesin protein [E.coli laminin-binding fimbriae (ELF) (CVF824)] [Escherichia coli O103:H2 str. 12009]	0.00199647428487815
VFG012602(gi:117625783) (chuA) outer membrane heme/hemoglobin receptor ChuA [Hemin uptake (CVF460)] [Escherichia coli APEC O1]	0.00327013555803595
VFG033818(gi:222155089) (vat) Haemoglobin protease [Vacuolating autotransporter gene (CVF445)] [Escherichia coli O83:H1 str. LF82]	6.41226903676789e-08
VFG033197(gi:218561489) (fimE) tyrosine recombinase [Type I fimbriae (CVF426)] [Escherichia coli O45:K1:H7 str. S88]	8.17901588119585e-05
VFG035275(gi:386640308) (ECABU_c31030) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli ABU 83972]	1.0433023754083e-08
VFG035579(gi:218557158) (aec27/clpV) ATP-dependent Clp proteinase Aec27 ATP-binding chain, with chaperone activity [ACE T6SS (CVF736)] [Escherichia coli O45:K1:H7 str. S88]	1.47973709811976e-08
VFG042390(gb|YP_540132) (sfaX) regulatory protein SfaX [S fimbriae (VF0222)] [Escherichia coli UTI89]	3.15705979127509e-09
VFG012270(gi:16132134) (fimE) tyrosine recombinase/inversion of on/off regulator of fimA [Type I fimbriae (CVF426)] [Escherichia coli str. K-12 substr. MG1655]	1.09740732445614e-08
VFG034635(gi:218701866) (cfaC) hypothetical protein [CFA/I fimbriae (CVF684)] [Escherichia coli O7:K1 str. IAI39]	1.68418974328663e-08
VFG018209(gi:91209354) (ecpB) hypothetical protein YagY precursor [E. coli common pilus (ECP) (CVF625)] [Escherichia coli UTI89]	7.06010792057163e-10
VFG040954(gi:157159001) (gspE) general secretory pathway protein E [gsp (SS206)] [Escherichia coli E24377A]	6.1129280296544e-05
VFG033234(gi:410480369) (fimI) long polar fimbrial protein LpfA [Type I fimbriae (CVF426)] [Escherichia coli O104:H4 str. 2009EL-2050]	4.403258254773e-08
VFG033929(gi:386598812) (iroC) ABC transporter ATP-binding protein [Salmochelin siderophore (CVF456)] [Escherichia coli O18:K1:H7 str. IHE3034]	1.98983962621168e-07
VFG012248(gi:117625208) (papH) minor pilin subunit PapH [P fimbriae (CVF425)] [Escherichia coli APEC O1]	4.87053682309303e-20
VFG034547(gi:91209367) (eaeH) attaching and effacing protein, pathogenesis factor [EaeH (CVF679)] [Escherichia coli UTI89]	1.33896519758631e-07
VFG012206(gi:110644638) (papX) PapX protein [P fimbriae (CVF425)] [Escherichia coli 536]	1.98217501143621e-09
VFG033168(gi:260847128) (fimB) tyrosine recombinase/inversion of on/off regulator of fimA [Type I fimbriae (CVF426)] [Escherichia coli O103:H2 str. 12009]	3.9444089738584e-17
VFG033407(gi:386638502) (focH) S-fimbrial adhesin protein SfaH [F1C fimbriae (CVF428)] [Escherichia coli ABU 83972]	0.00327013555803595
VFG045916 (elfG) putative fimbrial-like protein ElfG [E.coli laminin-binding fimbriae (ELF) (CVF824)] [Escherichia coli VR50]	8.42959403836009e-09
VFG042364(gi:3288154) (hbp) haemoglobin protease [Hbp (hemoglobin-binding protease) (SS074)] [Escherichia coli O8:K43 EB1]	5.07563838094158e-10
VFG034293(gi:218707131) (chuT) putative periplasmic binding protein [Hemin uptake (CVF460)] [Escherichia coli O17:K52:H18 str. UMN026]	5.61563994042913e-08
VFG035503(gi:218557155) (aec30) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli O45:K1:H7 str. S88]	1.32438594959965e-08
VFG000911(gb|NP_753155) (focC) F1C periplasmic chaperone [F1C fimbriae (VF0224)] [Escherichia coli CFT073]	0.00930913969936503
VFG000913(gb|NP_753157) (focF) F1C minor fimbrial subunit F precursor [F1C fimbriae (VF0224)] [Escherichia coli CFT073]	8.2395755864655e-05
VFG033825(gi:386630755) (sat) secreted auto transpoter toxin [Sat (CVF448)] [Escherichia coli str. clone D i2]	4.23011824104528e-05
VFG012508(gi:88770273) (iroD) IroD [Salmochelin (IA014)] [Escherichia coli APEC O1]	1.10056937519364e-05
VFG035681(gi:218557162) (aec23) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli O45:K1:H7 str. S88]	2.83032493786654e-08
VFG035682(gi:386597971) (aec23) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli O18:K1:H7 str. IHE3034]	1.38500777915252e-17
VFG000872(gb|NP_757240) (fimE) Type 1 fimbriae Regulatory protein fimE [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	3.1582601893125e-16
VFG035488(gi:91209287) (aec30) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli UTI89]	1.41854252086977e-14
VFG033923(gi:386598811) (iroD) IroD protein [Salmochelin siderophore (CVF456)] [Escherichia coli O18:K1:H7 str. IHE3034]	4.6289256738195e-09
VFG035552(gi:386612382) (aec28) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli UMNK88]	0.000509845239257286
VFG018216(gi:91209353) (ecpC) hypothetical protein YagX precursor [E. coli common pilus (ECP) (CVF625)] [Escherichia coli UTI89]	1.22234803985083e-05
VFG034677(gi:387611073) (ibeB) cation efflux system protein [Invasion of brain endothelial cells (Ibes) (CVF429)] [Escherichia coli O78:H11:K80 str. H10407]	0.00240736633193153
VFG036008(gi:443616396) (ehaB) flagellar protein [EhaB, AIDA-I type (CVF744)] [Escherichia coli O78:H18 str. WS3294A]	0.00187712883737882
VFG035123(gi:117625043) (APECO1_3716) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli APEC O1]	0.00122006773915208
VFG035245(gi:386630566) (i02_3119) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli str. clone D i2]	0.000219833223882982
VFG012284(gi:90111729) (fimI) fimbrial protein involved in type 1 pilus biosynthesis [Type I fimbriae (CVF426)] [Escherichia coli str. K-12 substr. MG1655]	2.67025653006924e-06
VFG046071 (csgD) csgBAC operon transcriptional regulatory protein [Curli fibers (CVF822)] [Escherichia coli VR50]	1.13927392071687e-07
VFG035960(gi:386621289) (upaG/ehaG) hypothetical protein [UpaG adhesin, trimeric AT (CVF740)] [Escherichia coli NA114]	0.00292016164584701
VFG033420(gi:386627097) (tia) Tia invasion determinant [Tia/Hek (CVF430)] [Escherichia coli O7:K1 str. CE10]	5.3490401040611e-06
VFG035561(gi:117622505) (aec27/clpV) ATPase [AEC (SS184)] [Escherichia coli APEC O1]	7.43652498578714e-08
VFG034429(gi:215485399) (ecpB) chaperone [E. coli common pilus (ECP) (CVF625)] [Escherichia coli O127:H6 str. E2348/69]	4.5802182270028e-08
VFG033907(gi:386599761) (cdtC) cytolethal distending toxin, subunit C [Cytolethal distending toxin (CVF455)] [Escherichia coli O18:K1:H7 str. IHE3034]	0.000492996368060827
VFG036001(gi:387605878) (ehaB) autotransporter [EhaB, AIDA-I type (CVF744)] [Escherichia coli O44:H18 042]	0.000120338028588113
VFG034647(gi:218701865) (cfaD) putative minor pilin and initiator [CFA/I fimbriae (CVF684)] [Escherichia coli O7:K1 str. IAI39]	0.000556505485222395
VFG012296(gi:91213961) (fimC) periplasmic chaperone protein FimC precursor [type 1 fimbriae (AI002)] [Escherichia coli UTI89]	8.37503867011012e-20
VFG033826(gi:218706521) (sat) Serine protease [Sat (CVF448)] [Escherichia coli O17:K52:H18 str. UMN026]	2.89370370091949e-20
VFG035248(gi:386600817) (ECOK1_3204) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli O18:K1:H7 str. IHE3034]	2.64494469785766e-16
VFG035263(gi:386600818) (ECOK1_3205) ImpA-like protein [SCI-I T6SS (CVF734)] [Escherichia coli O18:K1:H7 str. IHE3034]	3.46187592099989e-05
VFG034228(gi:386598999) (sitC) iron chelate ABC transporter, permease protein [Iron/managanease transport (CVF459)] [Escherichia coli O18:K1:H7 str. IHE3034]	0.00529015101175807
VFG012630(gi:110643751) (chuU) putative permease of iron compound ABC transport system [Hemin uptake (CVF460)] [Escherichia coli 536]	0.00180300627247769
VFG012977(gi:82543042) (entA) 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [Enterobactin synthesis (CVF477)] [Shigella boydii Sb227]	0.00687599558852887
VFG035476(gi:387605688) (aec31) putative type VI secretion system protein [ACE T6SS (CVF736)] [Escherichia coli O44:H18 042]	0.00961566183963006
VFG045887 (ycbR) periplasmic pilin chaperone [E.coli laminin-binding fimbriae (ELF) (CVF824)] [Escherichia coli O103:H2 str. 12009]	0.00110867636427156
VFG036059(gi:387611746) (hlyE/clyA) hemolysin/cytolysin A [Hemolysin/cytolysin A (CVF750)] [Escherichia coli O78:H11:K80 str. H10407]	0.00125459863466078
VFG033843(gi:386638529) (agn43) putative antigen 43 [Antigen 43, AIDA-I type (CVF451)] [Escherichia coli ABU 83972]	0.000751792376274857
VFG035103(gi:110642956) (ECP_2801) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli 536]	0.00694850972845527
VFG012582(gi:110641372) (sitC) iron transport protein, inner membrane component [Iron/managanease transport (CVF459)] [Escherichia coli 536]	0
VFG033980(gi:260867381) (iucB) siderophore biosynthesis protein [Aerobactin siderophore (CVF457)] [Escherichia coli O111:H- str. 11128]	0.00285118825770887
VFG035289(gi:386630569) (i02_3122) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli str. clone D i2]	0.0028325627830416
VFG045817 (EC958_5043) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli O25b:H4-ST131]	0.00816719800463865
VFG000935(gb|NP_753164) (iroN) salmochelin receptor IroN [IroN (VF0230)] [Escherichia coli CFT073]	0.000826063143975813
VFG035612(gi:110640439) (aec25) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli 536]	0.00102709381031919
VFG033876(gi:386641995) (hlyD) hemolysin secretion protein D [Alpha-hemolysin (CVF453)] [Escherichia coli ABU 83972]	0.000376230645812427
VFG034530(gi:218703569) (ecpE) hypothetical protein [E. coli common pilus (ECP) (CVF625)] [Escherichia coli O17:K52:H18 str. UMN026]	0.000293589571246756
VFG012337(gb|YP_540127) (sfaF) S fimbriae outer membrane usher SfaF [S fimbriae (VF0222)] [Escherichia coli UTI89]	1.22409841068467e-07
VFG033911(gi:386598809) (iroN) IroN protein [Salmochelin siderophore (CVF456)] [Escherichia coli O18:K1:H7 str. IHE3034]	0.00490517810109709
VFG034564(gi:218703583) (eaeH) putative adhesin [EaeH (CVF679)] [Escherichia coli O17:K52:H18 str. UMN026]	0.00596661059724357
VFG035938(gi:218707301) (air/eaeX) hypothetical protein [Enteroaggregative immunoglobulin repeat protein (CVF739)] [Escherichia coli O17:K52:H18 str. UMN026]	0.000124940054930811
VFG012303(gi:91213962) (fimD) outer membrane usher protein FimD precursor [type 1 fimbriae (AI002)] [Escherichia coli UTI89]	8.35369176249662e-07
VFG012601(gi:91213002) (chuA) outer membrane hemin receptor ChuA [Hemin uptake (CVF460)] [Escherichia coli UTI89]	7.05443792818887e-08
VFG035104(gi:117625042) (APECO1_3717) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli APEC O1]	0.00113359674123197
VFG035249(gi:386603121) (UM146_02430) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli UM146]	5.79596220077882e-09
VFG035462(gi:117622501) (aec31) hypothetical protein [AEC (SS184)] [Escherichia coli APEC O1]	7.58679073988239e-06
VFG035527(gi:218557156) (aec29) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli O45:K1:H7 str. S88]	0.000280804471186289
VFG033415(gi:218702831) (tia) Tia invasion determinant [Tia/Hek (CVF430)] [Escherichia coli O7:K1 str. IAI39]	0.008528643722731
VFG012277(gi:16132135) (fimA) major type 1 subunit fimbrin (pilin) [Type I fimbriae (CVF426)] [Escherichia coli str. K-12 substr. MG1655]	0.00108890227312577
VFG033411(gi:222159068) (ibeA) Invasion protein IbeA [Invasion of brain endothelial cells (Ibes) (CVF429)] [Escherichia coli O83:H1 str. LF82]	2.18336068139737e-12
VFG036078(gi:386617620) (usp) hypothetical protein [Colicin-like Usp (CVF754)] [Escherichia coli NA114]	5.01041386145181e-10
VFG033364(gi:386642066) (fimH) type 1 fimbiral adhesin FimH [Type I fimbriae (CVF426)] [Escherichia coli ABU 83972]	4.23011824104528e-05
VFG033104(gi:218559965) (papE) Fimbrial tip protein PapE [P fimbriae (CVF425)] [Escherichia coli O45:K1:H7 str. S88]	0.00580966040459602
VFG035889(gi:117622522) (aec7) hypothetical protein [AEC (SS184)] [Escherichia coli APEC O1]	0.00808673053873382
VFG040956(gi:157156659) (gspC) putative type II secretion protein GspC [gsp (SS206)] [Escherichia coli E24377A]	3.08645477866567e-05
VFG001713(gb|NP_755457) (papX) PapX protein regulates flagellum synthesis to repress motility [P fimbriae (CVF425)] [Escherichia coli CFT073]	0.00051869313809453
VFG012448(gi:117622559) (vat) vacuolating autotransporter [Vat (SS080)] [Escherichia coli APEC O1]	0.00580966040459602
VFG033322(gi:443615873) (fimF) minor component of type 1 fimbriae [Type I fimbriae (CVF426)] [Escherichia coli O78:H18 str. WS3294A]	9.50761501929049e-05
VFG012587(gi:110641371) (sitD) iron transport protein, inner membrane component [Iron/managanease transport (CVF459)] [Escherichia coli 536]	0.00111509865973934
VFG035160(gi:386640298) (ECABU_c30920) OmpA family protein [SCI-I T6SS (CVF734)] [Escherichia coli ABU 83972]	0.00359470479058591
VFG000904(gb|NP_752330) (vat) Haemoglobin protease [Tsh (VF0233)] [Escherichia coli CFT073]	0.00120091654515238
VFG035535(gi:117622504) (aec28) hypothetical protein [AEC (SS184)] [Escherichia coli APEC O1]	0.00876577337013812
VFG035517(gi:260842448) (aec29) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli O103:H2 str. 12009]	1.75897424464383e-05
VFG012555(gi:26248282) (ybtU) hypothetical protein [yersiniabactin (IA006)] [Escherichia coli CFT073]	0.000140398171205586
VFG012576(gi:26247467) (sitB) SitB protein [Iron/managanease transport (CVF459)] [Escherichia coli CFT073]	1.13157436179305e-07
VFG012632(gi:117625788) (chuU) putative permease of iron compound ABC transport system [Hemin uptake (CVF460)] [Escherichia coli APEC O1]	1.25593525081725e-16
VFG033816(gi:386598009) (vat) hemoglobin-binding protease Hbp [Vacuolating autotransporter gene (CVF445)] [Escherichia coli O18:K1:H7 str. IHE3034]	5.51140499217494e-13
VFG012281(gi:110644756) (fimA) type-1 fimbrial major subunit [Type I fimbriae (CVF426)] [Escherichia coli 536]	6.43050468011331e-11
VFG042569(gi:26247121) (focX) putative regulatory protein [F1C pili (AI043)] [Escherichia coli CFT073]	0.00775213923907319
VFG033993(gi:387615312) (iucB) aerobactin siderophore biosynthesis protein IucB [Aerobactin siderophore (CVF457)] [Escherichia coli O83:H1 str. NRG 857C]	1.35171692593079e-05
VFG033906(gi:386599762) (cdtB) cytolethal distending toxin, subunit B [Cytolethal distending toxin (CVF455)] [Escherichia coli O18:K1:H7 str. IHE3034]	0.00111902917856796
VFG035105(gi:91212185) (UTI89_C3191) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli UTI89]	1.71550666954863e-06
VFG012212(gi:91213835) (papG) p pilus adhesin PapG protein [pyelonephritis-associated pilus, Pap pilus (AI001)] [Escherichia coli UTI89]	0.00264249348140467
VFG035284(gi:117625061) (APECO1_3697) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli APEC O1]	0.000883179055164378
VFG033135(gi:386641965) (papH) minor pilin subunit PapH [P fimbriae (CVF425)] [Escherichia coli ABU 83972]	0.00809366075756448
VFG035086(gi:91212184) (UTI89_C3190) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli UTI89]	0.000538691675045834
VFG035269(gi:26249235) (c3400) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli CFT073]	1.2353359469321e-08
VFG045818 (EC958_4611) hypothetical protein [Temperature-sensitive hemagglutinin (CVF446)] [Escherichia coli O25b:H4-ST131]	0.00386522707209733
VFG018225(gi:90111108) (ecpE) conserved protein [E. coli common pilus (ECP) (CVF625)] [Escherichia coli str. K-12 substr. MG1655]	0.00035577126120583
VFG000877(gb|NP_757245) (fimF) FimF protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	0.00777723915454239
VFG034234(gi:218700268) (sitD) iron transporter inner membrane component [Iron/managanease transport (CVF459)] [Escherichia coli O7:K1 str. IAI39]	0.000143858654964292
VFG000909(gb|NP_753153) (focA) F1C major fimbrial subunit precursor [F1C fimbriae (VF0224)] [Escherichia coli CFT073]	9.84515889785234e-06
VFG035477(gi:218703467) (aec31) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli O17:K52:H18 str. UMN026]	9.84515889785234e-06
VFG012511(gi:91210150) (iroC) IroC protein [Salmochelin siderophore (CVF456)] [Escherichia coli UTI89]	0.00381710560326131
VFG033928(gi:218534591) (iroC) IroC, ATP binding cassette (ABC) transporter homolog [Salmochelin siderophore (CVF456)] [Escherichia coli O45:K1:H7 str. S88]	0.00754111664509217
VFG034823(gi:260867911) (espR1) T3SS effector-like protein EspR [EspR1 (CVF696)] [Escherichia coli O111:H- str. 11128]	0.00504237091870501
VFG035770(gi:410484140) (aec18) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli O104:H4 str. 2009EL-2050]	0.00047155736630002
VFG033142(gi:386641966) (papA) major pilin subunit PapA [P fimbriae (CVF425)] [Escherichia coli ABU 83972]	0.00640696504926011
VFG012634(gi:117625231) (ireA) iron-regulated element [Iron-regulated element (CVF461)] [Escherichia coli APEC O1]	0.000415164726530215
VFG012509(gb|NP_753167) (iroC) ATP binding cassette transporter [Salmochelin (IA013)] [Escherichia coli CFT073]	1.60134174689942e-07
VFG033189(gi:260847129) (fimE) tyrosine recombinase/inversion of on/off regulator of fimA [Type I fimbriae (CVF426)] [Escherichia coli O103:H2 str. 12009]	3.80307073505781e-08
VFG033927(gi:386628634) (iroC) ABC transporter ATP-binding protein [Salmochelin siderophore (CVF456)] [Escherichia coli str. clone D i2]	0.00220102358791845
VFG033117(gi:218706494) (papJ) protein PapJ , P pilus assembly [P fimbriae (CVF425)] [Escherichia coli O17:K52:H18 str. UMN026]	1.06368516890157e-06
VFG035943(gi:110643846) (upaG/ehaG) hemagglutinin/invasin [UpaG adhesin, trimeric AT (CVF740)] [Escherichia coli 536]	0.000316883827908415
VFG035864(gi:110640450) (ECP_0242) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli 536]	6.14974891307741e-05
VFG033905(gi:386599763) (cdtA) cytolethal distending toxin, subunit A [Cytolethal distending toxin (CVF455)] [Escherichia coli O18:K1:H7 str. IHE3034]	2.44787293053023e-05
VFG033368(gi:157157381) (fimH) protein FimH [Type I fimbriae (CVF426)] [Escherichia coli E24377A]	0.000163803672918865
VFG035139(gi:117625044) (APECO1_3715) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli APEC O1]	0.000344179864430718
VFG000937(gb|NP_755499) (iucD) L-lysine 6-monooxygenase IucD [Aerobactin (VF0229)] [Escherichia coli CFT073]	0.00361227689581965
VFG033824(gi:386640485) (sat) putative secreted autotransporter toxin sat [Sat (CVF448)] [Escherichia coli ABU 83972]	4.59564096497195e-06
VFG034678(gi:386612743) (ibeB) cation efflux system protein CusC [Invasion of brain endothelial cells (Ibes) (CVF429)] [Escherichia coli UMNK88]	1.92466591191265e-09
VFG035703(gi:157158454) (aec22) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli E24377A]	1.01409900239575e-08
VFG000921(gb|NP_756178) (chuY) ChuY [Chu (VF0227)] [Escherichia coli CFT073]	0.00307377255227533
VFG035487(gi:117622502) (aec30) hypothetical protein [AEC (SS184)] [Escherichia coli APEC O1]	5.50617121143311e-05
VFG035162(gi:386620387) (ECNA114_2857) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli NA114]	9.97232883645751e-06
VFG035283(gi:110642975) (ECP_2820) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli 536]	2.18485104818023e-05
VFG034402(gi:215485400) (ecpA) fimbrillin precursor [E. coli common pilus (ECP) (CVF625)] [Escherichia coli O127:H6 str. E2348/69]	5.69431778907144e-05
VFG035146(gi:386620386) (ECNA114_28561) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli NA114]	0.000617349778722551
VFG045800 (EC958_5032) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli O25b:H4-ST131]	0.000316883827908415
